AJ276351	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus subtilis
MK256302	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus subtilis
AB255669	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus amyloliquefaciens
FN597644	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus amyloliquefaciens
LLZC01000010	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus velezensis
AF234854	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus safensis
KY990920	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus safensis
HQ223107	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus tequilensis
AB021191	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus mojavensis
LBMN02000007	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus paralicheniformis
AB681416	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus sonorensis
AB021198	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus vallismortis
AF074970	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus spizizenii
ABRX01000007	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus pumilus
CP000002	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus licheniformis
AY608605	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Metabacillus; s__Metabacillus litoralis
EF114313	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae_H; g__Priestia; s__Priestia aryabhattai
AB021185	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae_H; g__Priestia; s__Priestia flexa
D16273	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae_H; g__Priestia; s__Priestia megaterium
EF654664	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Anoxybacillaceae; g__Anoxybacillus; s__Anoxybacillus mongoliensis
EU477773	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Anoxybacillaceae; g__Geobacillus; s__Geobacillus thermodenitrificans
AY608961	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Anoxybacillaceae; g__Geobacillus; s__Geobacillus thermodenitrificans
HE613733	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Anoxybacillaceae; g__Geobacillus; s__Geobacillus subterraneus
CP014342	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Anoxybacillaceae; g__Geobacillus; s__Geobacillus subterraneus
AB681787	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Anoxybacillaceae; g__Geobacillus; s__Geobacillus kaustophilus
AB021196	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Anoxybacillaceae; g__Geobacillus; s__Geobacillus stearothermophilus
FJ430056	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Anoxybacillaceae; g__Thermolongibacillus; s__Thermolongibacillus kozakliensis
AY608981	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Anoxybacillaceae; g__Parageobacillus; s__Parageobacillus thermoglucosidasius
AJ419629	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae_G; g__Gottfriedia; s__Gottfriedia luciferensis
DQ374637	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae_G; g__Gottfriedia; s__Gottfriedia acidiceler
KJ733017	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae_G; g__Gottfriedia; s__Gottfriedia solisilvae
KJ995984	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae_G; g__Ectobacillus; s__Ectobacillus polymachus
AY829448	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae_L; g__Litchfieldia; s__Litchfieldia alkalitelluris
Z26930	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Aeribacillaceae; g__Aeribacillus; s__Aeribacillus pallidus
AJ009793	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Virgibacillus; s__Virgibacillus marismortui
GQ889491	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Virgibacillus; s__Virgibacillus jeotgali
AY121430	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Virgibacillus; s__Virgibacillus sediminis
KP197672	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Virgibacillus; s__Virgibacillus flavescens
AJ315056	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Virgibacillus; s__Virgibacillus necropolis
EF675742	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Virgibacillus; s__Virgibacillus arcticus
AB243851	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Virgibacillus; s__Virgibacillus halophilus
AJ012667	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Virgibacillus; s__Virgibacillus proomii
AJ316302	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Virgibacillus; s__Virgibacillus carmonensis
KY697273	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Virgibacillus; s__Virgibacillus kimchii
AY822043	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Virgibacillus; s__Virgibacillus dokdonensis
FJ357159	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Virgibacillus; s__Virgibacillus byunsanensis
DQ664543	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Virgibacillus; s__Virgibacillus xinjiangensis
AY121439	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Virgibacillus; s__Virgibacillus kekensis
DQ139839	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Virgibacillus; s__Virgibacillus olivae
LC054227	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Fermentibacillus; s__Fermentibacillus polygoni
KC291653	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Bacillus fengqiuensis
JN036548	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Bacillus songklensis
LT844662	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Bacillus shivajii
DQ465405	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Bacillus decisifrondis
KM077161	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Peribacillus alkalitolerans
MH454613	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Bacillus salinus
MF582327	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Bacillus kexueae
KU198626	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Bacillus wiedmannii
FJ514932	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Bacillus chungangensis
Z26939	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Bacillus thermocloacae
D87035	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Bacillus horti
D16281	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Bacillus thuringiensis
AE016877	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Bacillus cereus
AY904032	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Bacillus infantis
MF582328	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Bacillus manusensis
LC036257	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Bacillus piscicola
AY605232	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Bacillus alveayuensis
ACMX01000133	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Bacillus pseudomycoides
AJ310100	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Bacillus toyonensis
AJ504797	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Bacillus aeolius
AM503357	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Bacillus isabeliae
AB021182	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Bacillus carboniphilus
AB021192	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Bacillus mycoides
AY667495	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Bacillus seohaeanensis
HF952773	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Bacillus pervagus
KT720324	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Peribacillus glennii
KY451772	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Bacillus spongiae
AFEU01000002	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Bacillus methanolicus
U20385	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Bacillus infernus
KJ812450	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Bacillus pacificus
AB190217	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Bacillus anthracis
JX261934	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Bacillus thermotolerans
KF751884	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Bacillus salitolerans
AJ831841	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Bacillus; s__Bacillus stratosphericus
LN650668	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Ferdinandcohnia; s__Ferdinandcohnia onubensis
MG589508	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Ferdinandcohnia; s__Ferdinandcohnia aciditolerans
AJ627210	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Ferdinandcohnia; s__Ferdinandcohnia humi
KX904715	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caryophanales; f__Bacillaceae; g__Ferdinandcohnia; s__Ferdinandcohnia salidurans
