G000005825	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Bacillaceae_D; g__Bacillus_S; s__Bacillus_S pseudofirmus
G000009825	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Bacillaceae_D; g__Bacillus_H; s__Bacillus_H rhizosphaerae
G001310595	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Bacillaceae_D; g__Bacillus_H; s__Bacillus_H xiaoxiensis
G001484965	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Bacillaceae_D; g__Bacillus_H; s__Bacillus_H shacheensis
G900096965	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Bacillaceae_D; g__Bacillus_H; s__Bacillus_H lonarensis
G000292245	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Bacillaceae_D; g__Alkalihalobacillus; s__Alkalihalobacillus alcalophilus
G001590785	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Bacillaceae_D; g__Alkalihalobacillus; s__Alkalihalobacillus trypoxylicola
G000334155	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Bacillaceae_D; g__Bacillus_AN; s__Bacillus_AN ligniniphilus
G000513095	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Bacillaceae_D; g__Bacillus_L; s__Bacillus_L wakoensis
G000513115	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Bacillaceae_D; g__Bacillus_L; s__Bacillus_L hemicellulosilyticus
G000513135	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Bacillaceae_D; g__Bacillus_L; s__Bacillus_L akibai
G001274915	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Bacillaceae_D; g__Bacillus_M; s__Bacillus_M halodurans
G001310555	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Bacillaceae_D; g__JCM-19058; s__JCM-19058 sp001310555
G007293315	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Bacillaceae_D; g__Alkalihalobacillus_A; s__Alkalihalobacillus_A sp007293315
G000093085	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Salisediminibacteriaceae; g__Salisediminibacterium; s__Salisediminibacterium selenitireducens
G001721685	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Salisediminibacteriaceae; g__Salisediminibacterium; s__Salisediminibacterium beveridgei
G900111285	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Salisediminibacteriaceae; g__Salisediminibacterium; s__Salisediminibacterium halotolerans
G000177235	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Salisediminibacteriaceae; g__Evansella; s__Evansella cellulosilytica
G002019695	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Salisediminibacteriaceae; g__Evansella; s__Evansella clarkii
G900107275	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Salisediminibacteriaceae; g__Evansella; s__Evansella caseinilytica
G003710255	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Salisediminibacteriaceae; g__Alteribacter; s__Alteribacter sp003710255
G008014775	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Salisediminibacteriaceae; g__Alkalicoccus; s__Alkalicoccus halolimnae
G012034335	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Salisediminibacteriaceae; g__Alkalicoccus; s__Alkalicoccus luteus
G002019735	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Salisediminibacteriaceae; g__Salipaludibacillus; s__Salipaludibacillus agaradhaerens
G900111295	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Salisediminibacteriaceae; g__Salipaludibacillus; s__Salipaludibacillus aurantiacus
G002335745	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Salisediminibacteriaceae; g__FJAT-44876; s__FJAT-44876 sp002335745
G003014715	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Marinococcaceae; g__Salsuginibacillus; s__Salsuginibacillus halophilus
G900106595	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Marinococcaceae; g__Marinococcus; s__Marinococcus luteus
G000698105	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Marinococcaceae; g__Geomicrobium_A; s__Geomicrobium_A sp000698145
G000698145	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Marinococcaceae; g__Geomicrobium_A; s__Geomicrobium_A sp000698145
G000698125	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Marinococcaceae; g__Geomicrobium_A; s__Geomicrobium_A sp000698125
G000698185	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Marinococcaceae; g__Geomicrobium_A; s__Geomicrobium_A sediminis
G001310615	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Marinococcaceae; g__C254; s__C254 sp002797315
G003610495	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Marinococcaceae; g__Sinobaca; s__Sinobaca qinghaiensis
G006740705	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Marinococcaceae; g__Salicibibacter; s__Salicibibacter halophilus
G900099605	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Marinococcaceae; g__Alteribacillus; s__Alteribacillus persepolensis
G900099745	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Marinococcaceae; g__Alteribacillus; s__Alteribacillus bidgolensis
G900113025	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Marinococcaceae; g__Alteribacillus_A; s__Alteribacillus_A iranensis
G900115625	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Marinococcaceae; g__Salibacterium; s__Salibacterium halotolerans
G004116265	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Anaerobacillaceae; g__Anaerobacillus; s__Anaerobacillus alkaliphilus
G000006785	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus pyogenes
